question_id,question_hash,test_question,gold_answer,pred_answer,pred_train_idx,top3_train_indices,top3_answers,top3_q_sims,top3_ans_cos,Exact,Top3ExactHit,TokenF1,QSim,AnsCos,SemHit,Recall3,MRR3,BERTScoreF1,BERTScoreLang,exact_femseg,top3_femseg,semantic_femseg,recall3_femseg,tokenf1_femseg,meancos_femseg,mrr3_femseg,bertscore_femseg
40155,ca61c4b791b1c93800902078f1cc1885,"init ішінде тізімді атрибут ретінде сақтап, оған бір элемент қосуға мысал келтір.","Иә, тізім қабылдап, оған элемент қосуға болады: ```python class Collection: def __init__(self, items): self.items = items self.items.append(""жаңа"") c = Collection([""a"", ""b""]) print(c.items) ```","f-string көмегімен біріктіруге болады: ```python class Item: def __init__(self, name, type): self.label = f""{name} ({type})"" i = Item(""Ноутбук"", ""Электроника"") print(i.label) ```",9156,"[9156, 10178, 16834]","[""f-string көмегімен біріктіруге болады: ```python class Item: def __init__(self, name, type): self.label = f\""{name} ({type})\"" i = Item(\""Ноутбук\"", \""Электроника\"") print(i.label) ```"", ""Функцияны атрибут ретінде сақтау мүмкін: ```python class Processor: def __init__(self, mode): if mode == \""upper\"": self.action = str.upper else: self.action = str.lower p = Processor(\""upper\"") print(p.action(\""text\"")) ```"", ""key=len және reverse=True қолданылады. ```python words = ['өрік', 'банан', 'алма'] print(sorted(words, key=len, reverse=True)) ```""]","[0.957392692565918, 0.9331557750701904, 0.9328337907791138]","[0.8062273859977722, 0.6877113580703735, 0.4294680655002594]",0.0,0.0,0.30188679245233185,0.957392692565918,0.8062273263931274,0.0,0.0,0.0,0.814787745475769,kk,0.0,0.0,0.0,0.0,0.30188679245233185,0.957392692565918,0.0,0.814787745475769
46744,5db70243063e1aff7285c65cf19cded7,re.search() көмегімен IPv4 диапазондарын (10.x.x.x) шамамен тексеру.,"Бірінші октет — 10. `python import re print(bool(re.search(r""^10(?:\.\d{1,3}){3}$"", ""10.1.2.3""))) # True `","Қарапайым (толық валидация емес) үлгі. `python import re ip = ""192.168.0.1"" print(bool(re.search(r""^(\d{1,3}\.){3}\d{1,3}$"", ip))) # True `",290,"[290, 40917, 17015]","[""Қарапайым (толық валидация емес) үлгі. `python import re ip = \""192.168.0.1\"" print(bool(re.search(r\""^(\\d{1,3}\\.){3}\\d{1,3}$\"", ip))) # True `"", ""Төрт топ. `python import re m = re.search(r\""(\\d{1,3})\\.(\\d{1,3})\\.(\\d{1,3})\\.(\\d{1,3})\"", \""10.0.1.5\"") print(m.groups()) # ('10','0','1','5') `"", ""Пішіндік тексеріс: ddd.ddd.ddd.ddd. `python import re print(bool(re.match(r\""(?:\\d{1,3}\\.){3}\\d{1,3}\\Z\"", \""192.168.0.1\""))) # True `""]","[0.8902865648269653, 0.8303095698356628, 0.7489127516746521]","[0.8208726644515991, 0.8045617938041687, 0.8495991230010986]",0.0,0.0,0.6249999999995078,0.8902865648269653,0.8208726644515991,0.0,0.0,0.0,0.847446858882904,kk,0.0,0.0,0.0,0.0,0.6249999999995078,0.8902865648269653,0.0,0.847446858882904
49575,47f9c7ad823ea99068eec29171a170d0,tuple unpack нәтижесінде алынған соңғы элемент дұрыс екенін тексер.,"Кортеж соңындағы мәнді аламыз. `python import unittest class T(unittest.TestCase): def test_unpack_last(self): *_, last = (1,2,3) self.assertTrue(last==3) `","Мысал: ```python lst = [] if lst: print('Соңғысы:', lst[-1]) else: print('Тізім бос') ```",39150,"[39150, 3129, 22967]","[""Мысал: ```python lst = [] if lst: print('Соңғысы:', lst[-1]) else: print('Тізім бос') ```"", ""Ұзындық инварианты. `python import unittest class T(unittest.TestCase): def flat(self, xss): return [x for xs in xss for x in xs] def test_flat_len(self): xss=[[1,2],[3]] self.assertTrue(len(self.flat(xss))==3) `"", ""Сұрыпталған тізім монотонды өседі. `python import unittest class T(unittest.TestCase): def test_sorted_non_decreasing(self): xs = sorted([3,1,2]) self.assertTrue(all(xs[i] <= xs[i+1] for i in range(len(xs)-1))) `""]","[0.9025467038154602, 0.8881502747535706, 0.8863255977630615]","[0.5151666402816772, 0.8555283546447754, 0.8373137712478638]",0.0,0.0,0.1081081081076523,0.9025467038154602,0.5151667594909668,0.0,1.0,0.5,0.707126259803772,kk,0.0,0.0,0.0,1.0,0.1081081081076523,0.9025467038154602,0.5,0.707126259803772
43261,0ddca5ee43f303d7f4808bfc4e76f572,Инкапсуляция және versioned API: ескі old() жаңа new() әдісіне делегирлесін.,"Кері үйлесімділік сақталады, ішкі логика бір жерде. `python class API: def new(self): return 'ok' def old(self): return self.new() print(API().old()) `","v1/v2 айырмасын Adapter жасырады. `python class V1: def req(self): return 'v1' class Adapter: def __init__(self, c): self._c=c def request(self): return self._c.req() `",33893,"[33893, 39176, 8810]","[""v1/v2 айырмасын Adapter жасырады. `python class V1: def req(self): return 'v1' class Adapter: def __init__(self, c): self._c=c def request(self): return self._c.req() `"", ""Кейінгі шақыруға дейін міндетті қадам орындалсын. `python class Builder: def __init__(self): self._ok=False def prepare(self): self._ok=True; return self def build(self): if not self._ok: raise RuntimeError('prepare алдымен') return {'ok':True} print(Builder().prepare().build()) `"", ""Инкапсуляция өзгерісті клиенттен жасырады. python class API: def new(self): return 'ok' def old(self): return self.new() print(API().old())""]","[0.8020176887512207, 0.7984243631362915, 0.7966989278793335]","[0.7653079032897949, 0.7341654300689697, 0.9947313666343689]",0.0,0.0,0.33962264150893845,0.8020176887512207,0.7653079032897949,0.0,1.0,0.3333333432674408,0.7753962874412537,kk,0.0,0.0,0.0,1.0,0.33962264150893845,0.8020176887512207,0.3333333432674408,0.7753962874412537
49891,823514f0c92bd810697c77e05efc1ab6,assertRaises() — ensure_sorted артқа кему табылса ValueError.,"Жиынтық өсуі тиіс. `python import unittest def ensure_sorted(a): if any(a[i]>a[i+1] for i in range(len(a)-1)): raise ValueError('not sorted') class T(unittest.TestCase): def test_sorted(self): with self.assertRaises(ValueError): ensure_sorted([1,3,2]) `",isnumeric/isdigit. `python import unittest def ensure_id(s): if not s.isdigit(): raise ValueError('digits') class T(unittest.TestCase): def test_id(self): with self.assertRaises(ValueError): ensure_id('12x') `,25797,"[25797, 5683, 36856]","[""isnumeric/isdigit. `python import unittest def ensure_id(s): if not s.isdigit(): raise ValueError('digits') class T(unittest.TestCase): def test_id(self): with self.assertRaises(ValueError): ensure_id('12x') `"", ""Тек бас әріптер рұқсат. `python import unittest def strict_upper(s): if s!= s.upper(): raise ValueError('upper only') class T(unittest.TestCase): def test_upper(self): with self.assertRaises(ValueError): strict_upper('Ab') `"", ""Дубликатқа тыйым. `python import unittest def ensure_unique(a): if len(a)!=len(set(a)): raise ValueError('dup') class T(unittest.TestCase): def test_unique(self): with self.assertRaises(ValueError): ensure_unique([1,1]) `""]","[0.84490567445755, 0.8443163633346558, 0.8347923755645752]","[0.8055496215820312, 0.7724433541297913, 0.8387340903282166]",0.0,0.0,0.5526315789468853,0.84490567445755,0.8055496215820312,0.0,0.0,0.0,0.7919554114341736,kk,0.0,0.0,0.0,0.0,0.5526315789468853,0.84490567445755,0.0,0.7919554114341736
5707,8dc08706ec89cd80523adb7d9fdd9a1c,"Тізімнен бірінші теріс санды тауып, break арқылы тоқтату.","Мысал код: ```python nums = [4, 5, -2, 8] for n in nums: if n < 0: print(""Теріс сан табылды:"", n) break ```","Мысал: ```python nums = [4, 7, 12, 8] for n in nums: if n == 12: print(""Табылды"") break ```",5196,"[5196, 6366, 7409]","[""Мысал: ```python nums = [4, 7, 12, 8] for n in nums: if n == 12: print(\""Табылды\"") break ```"", ""Мысал код: ```python nums = [4, 7, -3, 5] for n in nums: if n < 0: print(\""Теріс сан табылды:\"", n) break ```"", ""break операторы белгілі бір шарт орындалғанда циклден ерте шығуға мүмкіндік береді. ```python for item in [\""a\"", \""b\"", \""stop\"", \""c\""]: if item == \""stop\"": break print(item) ```""]","[0.8965511918067932, 0.8535904288291931, 0.8496225476264954]","[0.9578816890716553, 0.9954741597175598, 0.6268365383148193]",0.0,0.0,0.7368421052626632,0.8965511918067932,0.9578816294670105,1.0,1.0,1.0,0.9166702628135681,kk,0.0,0.0,1.0,1.0,0.7368421052626632,0.8965511918067932,1.0,0.9166702628135681
7990,c2deb6655b3b06745cbbe9da49b45a0e,Функция return арқылы dict ішіндегі кілттер мен мәндерді біріктіріп list түрінде қайтарсын.,"Мысал: ```python def біріктірілген(дерек): return [f""{k}: {v}"" for k, v in дерек.items()] ```","Мысал: ```python def сүзгі(дерек): return {k: v for k, v in дерек.items() if isinstance(v, int)} print(сүзгі({""a"": 1, ""b"": ""x"", ""c"": 3})) # {'a': 1, 'c': 3} ```",33147,"[33147, 14044, 13097]","[""Мысал: ```python def сүзгі(дерек): return {k: v for k, v in дерек.items() if isinstance(v, int)} print(сүзгі({\""a\"": 1, \""b\"": \""x\"", \""c\"": 3})) # {'a': 1, 'c': 3} ```"", ""Мысал: ```python def бөліп_қайтар(деректер): кілттер = [d[\""ат\""] for d in деректер] мәндер = [d[\""жас\""] for d in деректер] return кілттер, мәндер data = [{\""ат\"": \""Айгүл\"", \""жас\"": 20}, {\""ат\"": \""Марат\"", \""жас\"": 25}] print(бөліп_қайтар(data)) # (['Айгүл', 'Марат'], [20, 25]) ```"", ""Мысал: ```python def палиндромдар(тізім): return [сөз for сөз in тізім if сөз == сөз[::-1]] print(палиндромдар([\""ара\"", \""кітап\"", \""тәттәт\""])) # ['ара', 'тәттәт'] ```""]","[0.9469736814498901, 0.946811318397522, 0.9450989365577698]","[0.9009671211242676, 0.6826930046081543, 0.6650295257568359]",0.0,0.0,0.5777777777773333,0.9469736814498901,0.9009671211242676,1.0,1.0,1.0,0.8134549260139465,kk,0.0,0.0,1.0,1.0,0.5777777777773333,0.9469736814498901,1.0,0.8134549260139465
48723,9fc9a31093bc163201d9c9953419c242,datetime.now patch-ін дұрыс орында patch target қалай таңдаймыз?,ПАЙДАЛАНУ орнын patch етіңіз. `python with patch('mymod.datetime') as md: md.datetime.now.return_value = fixed... `,"Пайдалану орнындағы date классымен жұмыс істеңіз. `python with patch('mymod.date') as md: md.today.return_value = md(2024,1,1) self.assertEqual(mymod.today_str(), '2024-01-01') `",25285,"[25285, 24643, 20007]","[""Пайдалану орнындағы date классымен жұмыс істеңіз. `python with patch('mymod.date') as md: md.today.return_value = md(2024,1,1) self.assertEqual(mymod.today_str(), '2024-01-01') `"", ""Пайдаланушы уақытына тәуелді кодты анық тексеріңіз. `python from unittest.mock import patch from datetime import datetime fixed = datetime(2024,1,1,0,0,0) with patch('mymod.datetime') as md: md.datetime.now.return_value = fixed md.datetime.side_effect = lambda *a, **k: datetime(*a, **k) assert mymod.expired(ttl=10) is False `"", ""datetime.isoformat() қолдану: ```python from datetime import datetime class Timestamp: def __init__(self): self.time = datetime.now().isoformat() obj = Timestamp() print(obj.time) ```""]","[0.8083988428115845, 0.7807981371879578, 0.6752142906188965]","[0.8420916199684143, 0.7815713882446289, 0.6278185844421387]",0.0,0.0,0.43478260869518626,0.8083988428115845,0.8420916199684143,0.0,0.0,0.0,0.8097746968269348,kk,0.0,0.0,0.0,0.0,0.43478260869518626,0.8083988428115845,0.0,0.8097746968269348
24780,27379d9926adfa478a974c97cd045b23,keys() әдісімен алынған кілттердің әрқайсысының мәніне 10 қосу.,"dict comprehension арқылы мәндерді жаңартамыз. ```python nums = {""a"": 1, ""b"": 2} updated = {k: nums[k] + 10 for k in nums.keys()} print(updated) ```","enumerate() қолданылады. ```python names = {""Ali"": 1, ""Bob"": 2} indexed_letters = {k: list(enumerate(k)) for k in names.keys()} print(indexed_letters) ```",10173,"[10173, 42778, 3490]","[""enumerate() қолданылады. ```python names = {\""Ali\"": 1, \""Bob\"": 2} indexed_letters = {k: list(enumerate(k)) for k in names.keys()} print(indexed_letters) ```"", ""enumerate және f-string қолданылады. ```python info = {\""name\"": \""Ali\"", \""age\"": 25} for idx, k in enumerate(info.keys(), start=1): print(idx, k, info[k]) ```"", ""f-string және k[0] + k[-1] қолданылады. ```python names = {\""Ali\"": 2, \""Sam\"": 3} first_last_val = {k[0] + k[-1]: v for k, v in names.items()} print(first_last_val) ```""]","[0.8236169219017029, 0.8204164505004883, 0.8195388913154602]","[0.6039836406707764, 0.578254759311676, 0.6059925556182861]",0.0,0.0,0.4444444444439447,0.8236169219017029,0.6039836406707764,0.0,0.0,0.0,0.8149934411048889,kk,0.0,0.0,0.0,0.0,0.4444444444439447,0.8236169219017029,0.0,0.8149934411048889
23109,c4c379277220c1d48727c9c6811ed2a9,union() көмегімен деректерді API-дан алып біріктіру.,"API-дан алынған JSON тізімдерін жиынға айналдырамыз. ```python api_data1 = {""item1"", ""item2""} api_data2 = {""item3""} print(api_data1.union(api_data2)) ```","API-дан алынған деректерді set() көмегімен біріктіреміз. ```python api_data1 = {""user1"", ""user2""} api_data2 = {""user3""} all_users = api_data1.union(api_data2) print(all_users) ```",6157,"[6157, 12395, 25083]","[""API-дан алынған деректерді set() көмегімен біріктіреміз. ```python api_data1 = {\""user1\"", \""user2\""} api_data2 = {\""user3\""} all_users = api_data1.union(api_data2) print(all_users) ```"", ""Әр түрлі дерек көздерінен келген жиындарды бір бүтінге айналдырамыз. ```python api_set = {\""user1\"", \""user2\""} db_set = {\""user2\"", \""user3\""} all_users = api_set.union(db_set) print(all_users) # {'user1', 'user2', 'user3'} ```"", ""Алдымен сүзгіден өткіземіз. ```python set_a = {x for x in range(10) if x% 2 == 0} set_b = {x for x in range(10) if x > 5} print(set_a.union(set_b)) ```""]","[0.9680641889572144, 0.9497715830802917, 0.829744815826416]","[0.7692897915840149, 0.5385489463806152, 0.4046112298965454]",0.0,0.0,0.6086956521734168,0.9680641889572144,0.7692897915840149,0.0,0.0,0.0,0.904169499874115,kk,0.0,0.0,0.0,0.0,0.6086956521734168,0.9680641889572144,0.0,0.904169499874115
31888,f9007594dfa274c98da29853fb9517b4,glob арқылы табылған файлдардың ішінен ең кішісін табу мысалы?,"min және os.path.getsize қолданылады. ```python import glob import os smallest = min(glob.glob('*.*'), key=os.path.getsize) print(smallest) ```","max және os.path.getsize қолданамыз. ```python import glob import os largest = max(glob.glob('*.*'), key=os.path.getsize) print(largest) ```",33328,"[33328, 19324, 5096]","[""max және os.path.getsize қолданамыз. ```python import glob import os largest = max(glob.glob('*.*'), key=os.path.getsize) print(largest) ```"", ""max() және os.path.getsize қолданамыз. ```python import glob import os largest = max(glob.glob('*.*'), key=os.path.getsize) print(largest) ```"", ""min() функциясында key ретінде os.path.getsize қолданамыз. ```python import glob import os files = glob.glob('*.*') smallest = min(files, key=os.path.getsize) print(smallest) ```""]","[0.9866176247596741, 0.9806100130081177, 0.9743149280548096]","[0.8167202472686768, 0.8176888227462769, 0.9676387906074524]",0.0,0.0,0.7619047619042618,0.9866176247596741,0.8167203068733215,0.0,1.0,0.3333333432674408,0.9718102812767029,kk,0.0,0.0,0.0,1.0,0.7619047619042618,0.9866176247596741,0.3333333432674408,0.9718102812767029
12957,3e56a9246fb37b2bfa0314a5b431da5e,type() көмегімен bytearray типін анықтау.,bytearray — өзгеретін байттар тізбегі: ```python ba = bytearray(b'Hello') print(type(ba)) ```,"bytearray — өзгертілетін байттар тізбегі: ```python ba = bytearray([65, 66, 67]) print(type(ba)) ```",38164,"[38164, 42973, 41284]","[""bytearray — өзгертілетін байттар тізбегі: ```python ba = bytearray([65, 66, 67]) print(type(ba)) ```"", ""bytearray() — өзгеретін байттар тізбегі: ```python ba = bytearray([65, 66, 67]) print(type(ba)) ```"", ""bytearray типін көру: ```python ba = bytearray([65, 66]) print(type(ba)) ```""]","[0.9589977860450745, 0.9415862560272217, 0.9365216493606567]","[0.9467922449111938, 0.9439506530761719, 0.9349697232246399]",0.0,0.0,0.7199999999995007,0.9589977860450745,0.9467923641204834,1.0,1.0,1.0,0.9443753361701965,kk,0.0,0.0,1.0,1.0,0.7199999999995007,0.9589977860450745,1.0,0.9443753361701965
18109,ccdc499e28863b0a7a7906acff071a78,insert() көмегімен жұп сандардан кейін 0 қосу.,"while циклін қолданамыз. ```python nums = [2, 3, 4] i = 0 while i < len(nums): if nums[i]% 2 == 0: nums.insert(i+1, 0) i += 1 i += 1 print(nums) # [2, 0, 3, 4, 0] ```","0 индексін пайдаланып элементті қосамыз. ```python nums = [1, 2, 3] nums.insert(0, 0) print(nums) # [0, 1, 2, 3] ```",45099,"[45099, 9850, 29843]","[""0 индексін пайдаланып элементті қосамыз. ```python nums = [1, 2, 3] nums.insert(0, 0) print(nums) # [0, 1, 2, 3] ```"", ""while циклін қолданамыз. ```python nums = [5, -1, 3, -4] i = 0 while i < len(nums): if nums[i] < 0: nums.insert(i, 0) i += 1 i += 1 print(nums) # [5, 0, -1, 3, 0, -4] ```"", ""Циклмен тексереміз. ```python nums = [1, 2, 3, 4] i = 0 while i < len(nums): if nums[i]% 2 == 0: nums.insert(i+1, 0) i += 1 i += 1 print(nums) # [1, 2, 0, 3, 4, 0] ```""]","[0.9076271653175354, 0.9041924476623535, 0.8985203504562378]","[0.868584930896759, 0.9860785603523254, 0.9975631237030029]",0.0,0.0,0.5818181818177189,0.9076271653175354,0.8685848712921143,1.0,1.0,1.0,0.8513930439949036,kk,0.0,0.0,1.0,1.0,0.5818181818177189,0.9076271653175354,1.0,0.8513930439949036
1114,981da0a2d7b0e5a67538b151c7a22976,Python интерпретаторының ішінде REPL режимі дегеніміз не?,"REPL — Read-Eval-Print-Loop. Бұл Python командаларын бірден орындап, нәтижесін көрсететін режим.","REPL — Read-Eval-Print Loop, Python интерпретаторының интерактивті жұмыс режимі. ```bash $ python >>> 2 + 2 4 ```",44157,"[44157, 45217, 38665]","[""REPL — Read-Eval-Print Loop, Python интерпретаторының интерактивті жұмыс режимі. ```bash $ python >>> 2 + 2 4 ```"", ""REPL — Read-Eval-Print Loop. Python интерпретаторы интерактивті түрде осы жүйемен жұмыс істейді. ```bash $ python >>> 2 + 2 4 ```"", ""Функцияның өзін-өзі шақыруы рекурсия деп аталады. ```python def факториал(n): if n == 1: return 1 return n * факториал(n-1) ```""]","[0.9685845375061035, 0.9306168556213379, 0.8146904110908508]","[0.8425318598747253, 0.8763095140457153, 0.49287497997283936]",0.0,0.0,0.4285714285709311,0.9685845375061035,0.8425318002700806,0.0,1.0,0.5,0.7486847043037415,kk,0.0,0.0,0.0,1.0,0.4285714285709311,0.9685845375061035,0.5,0.7486847043037415
48338,9d09a05a44546e1374397cdd06245b9c,"re.split() көмегімен '||' және '&&' арасына бөл де, операторлардың өзін сақта.","Қамтушы топтар операторларды нәтижеде қалдырады. `python import re expr = ""A&&B||C&&D"" print(re.split(r""(&&|\|\|)"", expr)) `","Екі таңбалы операторларды альтернациямен сипаттаймыз. `python import re expr = ""A&&B||C&&D"" print(re.split(r""\|\||&&"", expr)) `",31349,"[31349, 20342, 27630]","[""Екі таңбалы операторларды альтернациямен сипаттаймыз. `python import re expr = \""A&&B||C&&D\"" print(re.split(r\""\\|\\||&&\"", expr)) `"", ""Сөз шекарасымен ауыстырамыз. `python import re s = \""a and b or c\"" print(re.sub(r\""\\band\\b\"", \""&&\"", re.sub(r\""\\bor\\b\"", \""||\"", s))) `"", ""Мысал: қолданушы авторизациядан өткен бе және белсенді ме: ```python if user.is_authenticated and user.is_active: print(\""Қолданушы дайын\"") ```""]","[0.937671422958374, 0.8621311187744141, 0.8351370692253113]","[0.9707010984420776, 0.8782299160957336, 0.46258658170700073]",0.0,0.0,0.7777777777772777,0.937671422958374,0.9707010984420776,1.0,1.0,1.0,0.9088519811630249,kk,0.0,0.0,1.0,1.0,0.7777777777772777,0.937671422958374,1.0,0.9088519811630249
4969,8eca3002a93305040ad515a02633c8a4,Кіріктірілген шартпен сан теріс пе және тақ па екенін тексеретін мысал жаз.,"Мысал: ```python n = -7 if n < 0: if n% 2!= 0: print(""Теріс тақ сан"") ```","Мысал: ```python score = 90 behavior = ""үздік"" if score >= 85: if behavior == ""үздік"": print(""Марапат беріледі"") ```",23252,"[23252, 6987, 34510]","[""Мысал: ```python score = 90 behavior = \""үздік\"" if score >= 85: if behavior == \""үздік\"": print(\""Марапат беріледі\"") ```"", ""List comprehension арқылы бірнеше кілттің мәндерін алуға болады. ```python data = {\""a\"": 1, \""b\"": 2, \""c\"": 3} keys = [\""a\"", \""c\""] values = [data[k] for k in keys] print(values) # [1, 3] ```"", ""dict comprehension арқылы key мен value орнын ауыстырамыз. ```python data = {\""a\"": 1, \""b\"": 2} inverted = {v: k for k, v in data.items()} print(inverted) # {1: 'a', 2: 'b'} ```""]","[0.9772600531578064, 0.9745120406150818, 0.9725978970527649]","[0.6840633749961853, 0.6247260570526123, 0.646960973739624]",0.0,0.0,0.3333333333328333,0.9772600531578064,0.6840634346008301,0.0,0.0,0.0,0.8262885212898254,kk,0.0,0.0,0.0,0.0,0.3333333333328333,0.9772600531578064,0.0,0.8262885212898254
26976,25987e46140fa7a619172ebc87016104,Модульді тек қажет болғанда ғана қалай жүктейміз?,Lazy loading техникасы қолданылады. ```python def use_math(): import math print(math.sqrt(25)) ```,"`importlib.reload` функциясы модульді қайта жүктеуге мүмкіндік береді: ```python import importlib, math importlib.reload(math) ```",4130,"[4130, 11049, 10384]","[""`importlib.reload` функциясы модульді қайта жүктеуге мүмкіндік береді: ```python import importlib, math importlib.reload(math) ```"", ""Python автоматты түрде кэш қолданады, бірақ қосымша тексеру үшін `if name not in sys.modules` қолдануға болады."", ""Python кэш қолданады, бірақ қосымша тексеру үшін: ```python import sys if 'mymodule' not in sys.modules: import mymodule ```""]","[0.8753150701522827, 0.8578576445579529, 0.8532810807228088]","[0.6282632946968079, 0.3946828246116638, 0.5072520971298218]",0.0,0.0,0.2758620689650178,0.8753150701522827,0.6282632946968079,0.0,0.0,0.0,0.7623881101608276,kk,0.0,0.0,0.0,0.0,0.2758620689650178,0.8753150701522827,0.0,0.7623881101608276
9197,d14d4d13cd553cf5d9bf632263fbaa58,kwargs аргументтерінің кілттерін сорттап шығару үлгісі.,"Кілттерді sorted() арқылы сұрыптап шығарамыз: ```python def sort_keys(**kwargs): for k in sorted(kwargs): print(f'{k}: {kwargs[k]}') sort_keys(b=2, a=1, c=3) # a:1, b:2, c:3 ```","Мұны `**` арқылы қайта бағыттауға болады. ```python def base(**kwargs): print('Base:', kwargs) def wrapper(**kwargs): base(**kwargs) wrapper(user='Ali', role='admin') ```",32713,"[32713, 23315, 32272]","[""Мұны `**` арқылы қайта бағыттауға болады. ```python def base(**kwargs): print('Base:', kwargs) def wrapper(**kwargs): base(**kwargs) wrapper(user='Ali', role='admin') ```"", ""Python-да dict біріктіру `update()` арқылы жүзеге асады: ```python class Merger: def __init__(self, d1, d2): self.data = d1.copy() self.data.update(d2) m = Merger({\""a\"": 1}, {\""b\"": 2}) print(m.data) ```"", ""Иә, әртүрлі аргументтерге байланысты шартты кодтар жазуға болады: ```python class Shape: def __init__(self, shape_type): if shape_type == \""circle\"": self.sides = 0 elif shape_type == \""triangle\"": self.sides = 3 else: self.sides = -1 s = Shape(\""triangle\"") print(s.sides) ```""]","[0.8226703405380249, 0.8096420764923096, 0.8020116090774536]","[0.4829663336277008, 0.3936012089252472, 0.2618151605129242]",0.0,0.0,0.24999999999952296,0.8226703405380249,0.48296624422073364,0.0,0.0,0.0,0.7758986353874207,kk,0.0,0.0,0.0,0.0,0.24999999999952296,0.8226703405380249,0.0,0.7758986353874207
39415,1483bf7522165beaedf58f5dec8a2a8e,Класта context manager жасау мысалы?,"`__enter__` және `__exit__` анықтау керек: ```python class MyContext: def __enter__(self): print(""Enter"") def __exit__(self, exc_type, exc_val, exc_tb): print(""Exit"") ```","Мысалы, open функциясы context manager болып табылады: ```python help(open) ```",24166,"[24166, 33121, 38281]","[""Мысалы, open функциясы context manager болып табылады: ```python help(open) ```"", ""enter және exit — with блогына арналған протокол. python class Timer: import time def __enter__(self): from time import perf_counter self.t0 = perf_counter(); return self def __exit__(self, *exc): from time import perf_counter self.dt = perf_counter()-self.t0 with Timer() as t: sum(range(10**6)) print(t.dt)"", ""`__enter__` және `__exit__` әдістерін анықтаймыз: ```python class CM: def __enter__(self): print(\""Кіру\"") def __exit__(self, exc_type, exc_val, exc_tb): print(\""Шығу\"") with CM(): pass ```""]","[0.8993588089942932, 0.8937135338783264, 0.8855170607566833]","[0.5299505591392517, 0.6473036408424377, 0.8864107131958008]",0.0,0.0,0.05882352941134948,0.8993588089942932,0.5299506187438965,0.0,1.0,0.3333333432674408,0.7001277804374695,kk,0.0,0.0,0.0,1.0,0.05882352941134948,0.8993588089942932,0.3333333432674408,0.7001277804374695
3003,a29f34d82173a1595cfc2f60fdabf9c7,Кортеж тізімінен dict() жасау мысалы қандай?,"Кілт-мән ретінде берілген кортеждерден dict жасауға болады: ```python data = [('x', 10), ('y', 20)] d = dict(data) print(d) # {'x': 10, 'y': 20} ```","`values()` және list() қолданамыз: ```python student = {'name': 'Ali', 'age': 20} values_list = list(student.values()) print(values_list) # ['Ali', 20] ```",23987,"[23987, 37611, 10404]","[""`values()` және list() қолданамыз: ```python student = {'name': 'Ali', 'age': 20} values_list = list(student.values()) print(values_list) # ['Ali', 20] ```"", ""`type()` көмегімен: ```python data = {'a': 1, 'b': 'text'} types = {k: type(v).__name__ for k, v in data.items()} print(types) # {'a': 'int', 'b': 'str'} ```"", ""Жиын қиылысын қолданамыз: ```python print(set(dir(dict)) & set(dir(list))) ```""]","[0.8915799856185913, 0.8742859959602356, 0.8694409132003784]","[0.6834954619407654, 0.6414686441421509, 0.7160921096801758]",0.0,0.0,0.18604651162740943,0.8915799856185913,0.6834954023361206,0.0,0.0,0.0,0.7768999934196472,kk,0.0,0.0,0.0,0.0,0.18604651162740943,0.8915799856185913,0.0,0.7768999934196472
38419,b25747235b1283f5aa3cde9a87d68016,KeyError болмас үшін бос мәнді алдын ала орнату мысалы?,"Жоқ кілтке бос жол орнату. ```python data = {""id"": 1} if ""name"" not in data: data[""name""] = """" print(data) ```","get әдісі арқылы жоқ кілтке None қайтарып, қауіпсіз жұмыс істеуге болады. ```python person = {""name"": ""Aruzhan""} print(person.get(""age"")) # None ```",10308,"[10308, 27061, 7074]","[""get әдісі арқылы жоқ кілтке None қайтарып, қауіпсіз жұмыс істеуге болады. ```python person = {\""name\"": \""Aruzhan\""} print(person.get(\""age\"")) # None ```"", ""Алдын ала бос сөздік жасап, get арқылы мән алу. ```python empty_dict = {} print(empty_dict.get(\""key\"", \""Әдепкі\"")) ```"", ""sys.stderr арқылы хабарламаны жүйелік логқа бағыттау. ```python import sys try: print({}[\""data\""]) except KeyError as e: print(f\""KeyError: {e}\"", file=sys.stderr) ```""]","[0.9047497510910034, 0.9011210203170776, 0.8998847007751465]","[0.5989625453948975, 0.6141518950462341, 0.5702695846557617]",0.0,0.0,0.2631578947363435,0.9047497510910034,0.5989624261856079,0.0,0.0,0.0,0.779442310333252,kk,0.0,0.0,0.0,0.0,0.2631578947363435,0.9047497510910034,0.0,0.779442310333252
